Customer,Segment,Primary_Rep,Net_Revenue,Total_Invoice_Revenue,Total_Credits,Num_Orders,Avg_Order_Value,Median_Order_Value,Total_Hats_Ordered,Avg_Hats_Per_Order,First_Order_Date,Last_Order_Date,Days_Since_Last_Order,Account_Age_Days,Avg_Days_Between_Orders,Monthly_Revenue,Monthly_Hats,Daily_Hat_Velocity,Days_To_50pct,Recommended_Visit_Days,Hard_Deadline_Days,Next_Visit_Date,Urgency
Grocery Outlet - Lakewood,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2025-06-13,2025-06-13,238,238,,162.5854117647059,13.685210084033613,0.4495798319327731,231.3271028037383,185.0,231.0,2025-12-15,OVERDUE
Grocery Outlet - Mira Mesa,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2025-06-20,2025-06-20,231,231,,167.51224242424243,14.09991341991342,0.46320346320346323,224.5233644859813,179.0,225.0,2025-12-16,OVERDUE
Grocery Outlet - NW Fresno,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2025-09-19,2025-09-19,140,140,,276.3952,23.264857142857142,0.7642857142857142,136.07476635514018,109.0,136.0,2026-01-06,OVERDUE
Grocery Outlet - Redding,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2025-06-03,2025-06-03,248,248,,156.02954838709678,13.133387096774193,0.4314516129032258,241.0467289719626,192.0,241.0,2025-12-12,OVERDUE
Grocery Outlet - Yucca Valley,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2025-07-09,2025-07-09,212,212,,182.5251320754717,15.363584905660378,0.5047169811320755,206.05607476635512,164.0,206.0,2025-12-20,OVERDUE
Grocery Outlet Long Beach,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2026-01-19,2026-01-19,18,18,,1271.2,107.0,3.566666666666667,29.158878504672895,23.0,29.0,2026-02-11,Urgent (< 2 weeks)
Good2Go #309,E - New / One-Time,Unassigned,1248.0,1248.0,0.0,1,1248.0,1248.0,105,105.0,2025-07-29,2025-07-29,192,192,,197.86,16.646875,0.546875,190.17142857142858,152.0,190.0,2025-12-28,OVERDUE
Market At Ridgeway,E - New / One-Time,Unassigned,1248.0,1248.0,0.0,1,1248.0,1248.0,105,105.0,2025-08-07,2025-08-07,183,183,,207.59081967213115,17.465573770491805,0.5737704918032787,181.25714285714287,145.0,181.0,2025-12-30,OVERDUE
Nates Place,E - New / One-Time,Andy Coon,1248.0,1248.0,0.0,1,1248.0,1248.0,105,105.0,2026-02-04,2026-02-04,2,2,,1248.0,105.0,3.5,29.714285714285715,24.0,30.0,2026-02-28,Soon (2-4 weeks)
Twin Arrows Navajo Casino Resort,E - New / One-Time,Jimmy Latter,1248.0,1248.0,0.0,1,1248.0,1248.0,105,105.0,2026-01-13,2026-01-13,24,24,,1248.0,105.0,3.5,29.714285714285715,24.0,30.0,2026-02-06,OVERDUE
Grocery Outlet - Cameron Park,E - New / One-Time,Unassigned,1180.3999999999999,1180.3999999999999,0.0,1,1180.3999999999999,1180.3999999999999,99,99.0,2025-05-30,2025-05-30,252,252,,142.58482539682538,11.958571428571428,0.39285714285714285,264.72727272727275,211.0,265.0,2025-12-27,OVERDUE
Fortine Merc,E - New / One-Time,Lamar Helm,1176.0,1176.0,0.0,1,1176.0,1176.0,99,99.0,2025-04-15,2025-04-15,297,297,,120.53010101010102,10.146666666666668,0.3333333333333333,312.0,249.0,312.0,2025-12-20,OVERDUE
Country Mercantile,E - New / One-Time,Ann Wheelock,1152.0,1152.0,0.0,1,1152.0,1152.0,97,97.0,2025-07-18,2025-07-18,203,203,,172.7432512315271,14.545221674876847,0.47783251231527096,217.64948453608247,174.0,218.0,2026-01-08,OVERDUE
Fast Stop Beaver Utah,E - New / One-Time,InHouse Orders,1152.0,1152.0,0.0,1,1152.0,1152.0,97,97.0,2025-11-10,2025-11-10,88,88,,398.48727272727274,33.55318181818182,1.1022727272727273,94.35051546391752,75.0,94.0,2026-01-24,OVERDUE
KB Express #80169,E - New / One-Time,Unassigned,1152.0,1152.0,0.0,1,1152.0,1152.0,97,97.0,2025-11-12,2025-11-12,86,86,,407.75441860465116,34.33348837209302,1.127906976744186,92.20618556701031,74.0,92.0,2026-01-25,OVERDUE
Makoti Enerbase C-Store,E - New / One-Time,Merlin Gleed,1152.0,1152.0,0.0,1,1152.0,1152.0,97,97.0,2025-08-08,2025-08-08,182,182,,192.67516483516485,16.223516483516484,0.532967032967033,195.1340206185567,156.0,195.0,2026-01-11,OVERDUE
Puff City,E - New / One-Time,Unassigned,1128.0,1128.0,0.0,1,1128.0,1128.0,95,95.0,2025-08-25,2025-08-25,165,165,,208.0989090909091,17.526060606060607,0.5757575757575758,180.6315789473684,144.0,181.0,2026-01-16,OVERDUE
Points North Trading,E - New / One-Time,Lamar Helm,1092.0,1092.0,0.0,1,1092.0,1092.0,92,92.0,2025-04-11,2025-04-11,301,301,,110.43348837209304,9.303920265780732,0.30564784053156147,340.2608695652174,272.0,340.0,2026-01-08,OVERDUE
Dakota Mart Gas - Lead,E - New / One-Time,Unassigned,1056.0,1056.0,0.0,1,1056.0,1056.0,89,89.0,2025-11-17,2025-11-17,81,81,,396.8474074074074,33.44641975308642,1.0987654320987654,94.65168539325843,76.0,95.0,2026-02-01,OVERDUE
Fast Stop #1147,E - New / One-Time,Unassigned,1056.0,1056.0,0.0,1,1056.0,1056.0,89,89.0,2025-07-28,2025-07-28,193,193,,166.55253886010362,14.037098445595856,0.46113989637305697,225.52808988764048,180.0,226.0,2026-01-24,OVERDUE
Good2Go #110,E - New / One-Time,Unassigned,1056.0,1056.0,0.0,1,1056.0,1056.0,89,89.0,2025-06-06,2025-06-06,245,245,,131.20261224489798,11.057795918367347,0.363265306122449,286.29213483146066,228.0,286.0,2026-01-20,OVERDUE
Good2Go #514,E - New / One-Time,Unassigned,1056.0,1056.0,0.0,1,1056.0,1056.0,89,89.0,2025-11-20,2025-11-20,78,78,,412.1107692307692,34.73282051282051,1.141025641025641,91.14606741573034,73.0,91.0,2026-02-01,OVERDUE
Dave's Sports Shop,E - New / One-Time,Eric Arnold,1032.0,1152.0,-120.0,1,1152.0,1152.0,97,97.0,2025-09-30,2025-09-30,129,129,,243.51999999999998,22.888992248062014,0.751937984496124,138.30927835051546,110.0,138.0,2026-01-18,OVERDUE
Allred Ace Hardware - Orem,E - New / One-Time,Andy Coon,1008.0,1344.0,-336.0,1,1344.0,1344.0,113,113.0,2026-01-22,2026-01-22,15,15,,1008.0,113.0,3.7666666666666666,27.61061946902655,22.0,28.0,2026-02-13,Urgent (< 2 weeks)
Good2Go #212,E - New / One-Time,Unassigned,1008.0,1248.0,-240.0,1,1248.0,1248.0,105,105.0,2025-06-25,2025-06-25,226,226,,135.76778761061948,14.142477876106195,0.4646017699115044,223.84761904761905,179.0,224.0,2025-12-21,OVERDUE
Grocery Outlet - Chico,E - New / One-Time,Unassigned,998.8,998.8,0.0,1,998.8,998.8,84,84.0,2025-05-20,2025-05-20,262,262,,116.04378625954197,9.759389312977099,0.32061068702290074,324.3809523809524,259.0,324.0,2026-02-03,OVERDUE
Good2Go #366,E - New / One-Time,Unassigned,960.0,960.0,0.0,1,960.0,960.0,81,81.0,2025-07-02,2025-07-02,219,219,,133.43561643835616,11.258630136986302,0.3698630136986301,281.1851851851852,224.0,281.0,2026-02-11,Urgent (< 2 weeks)
Good2Go #423,E - New / One-Time,Unassigned,960.0,960.0,0.0,1,960.0,960.0,81,81.0,2025-11-10,2025-11-10,88,88,,332.07272727272726,28.018636363636364,0.9204545454545454,112.98765432098766,90.0,113.0,2026-02-08,Urgent (< 2 weeks)
Joyco,E - New / One-Time,Unassigned,960.0,960.0,0.0,1,960.0,960.0,81,81.0,2025-09-17,2025-09-17,142,142,,205.79154929577464,17.363661971830986,0.5704225352112676,182.320987654321,146.0,182.0,2026-02-10,Urgent (< 2 weeks)
Quick Track #84,E - New / One-Time,Unassigned,960.0,960.0,0.0,1,960.0,960.0,81,81.0,2025-09-23,2025-09-23,136,136,,214.87058823529412,18.12970588235294,0.5955882352941176,174.6172839506173,139.0,175.0,2026-02-09,Urgent (< 2 weeks)
Quick Track #89,E - New / One-Time,Unassigned,960.0,960.0,0.0,1,960.0,960.0,81,81.0,2025-09-23,2025-09-23,136,136,,214.87058823529412,18.12970588235294,0.5955882352941176,174.6172839506173,139.0,175.0,2026-02-09,Urgent (< 2 weeks)
Quick Track #91,E - New / One-Time,Unassigned,960.0,960.0,0.0,1,960.0,960.0,81,81.0,2025-09-23,2025-09-23,136,136,,214.87058823529412,18.12970588235294,0.5955882352941176,174.6172839506173,139.0,175.0,2026-02-09,Urgent (< 2 weeks)
Quick Track #92,E - New / One-Time,Unassigned,960.0,960.0,0.0,1,960.0,960.0,81,81.0,2025-09-23,2025-09-23,136,136,,214.87058823529412,18.12970588235294,0.5955882352941176,174.6172839506173,139.0,175.0,2026-02-09,Urgent (< 2 weeks)
WAVES MART & GRILL,E - New / One-Time,JADEN BLACK,948.0,2496.0,-1548.0,1,2496.0,2496.0,210,210.0,2025-05-06,2025-05-06,276,276,,104.55478260869565,23.16086956521739,0.7608695652173914,136.68571428571428,109.0,137.0,2025-08-23,OVERDUE
Grocery Outlet - Cheney,E - New / One-Time,Unassigned,908.0,908.0,0.0,1,908.0,908.0,76,76.0,2025-07-09,2025-07-09,212,212,,130.37509433962265,10.91245283018868,0.3584905660377358,290.10526315789474,232.0,290.0,2026-02-26,Soon (2-4 weeks)
Grocery Outlet - Hermiston,E - New / One-Time,Unassigned,896.6500000000001,1271.2,-374.54999999999995,1,1271.2,1271.2,107,107.0,2025-12-01,2025-12-01,67,67,,407.3735223880597,48.61313432835821,1.5970149253731343,65.1214953271028,52.0,65.0,2026-01-22,OVERDUE
Yanceyville Mart,E - New / One-Time,Unassigned,891.0,1248.0,-357.0,1,1248.0,1248.0,105,105.0,2025-07-31,2025-07-31,190,190,,142.74757894736842,16.822105263157894,0.5526315789473685,188.19047619047618,150.0,188.0,2025-12-28,OVERDUE
Bucks Travel Stop,E - New / One-Time,Merlin Gleed,888.0,888.0,0.0,1,888.0,888.0,75,75.0,2025-10-30,2025-10-30,99,99,,273.0375757575758,23.060606060606062,0.7575757575757576,137.28,110.0,137.0,2026-02-17,Urgent (< 2 weeks)
Good2Go #219,E - New / One-Time,Unassigned,876.0,1632.0,-756.0,1,1632.0,1632.0,137,137.0,2025-06-20,2025-06-20,231,231,,115.43480519480521,18.053160173160173,0.5930735930735931,175.35766423357663,140.0,175.0,2025-11-07,OVERDUE
Brookshire Brothers - Livingston,E - New / One-Time,Unassigned,864.0,864.0,0.0,1,864.0,864.0,73,73.0,2025-11-18,2025-11-18,80,80,,328.752,27.7765,0.9125,113.97260273972603,91.0,114.0,2026-02-17,Urgent (< 2 weeks)
Broulim's Afton,E - New / One-Time,Unassigned,864.0,864.0,0.0,1,864.0,864.0,73,73.0,2025-07-07,2025-07-07,214,214,,122.89794392523365,10.38373831775701,0.3411214953271028,304.87671232876716,243.0,305.0,2026-03-07,Soon (2-4 weeks)
Good2Go #808,E - New / One-Time,Unassigned,864.0,1344.0,-480.0,1,1344.0,1344.0,113,113.0,2025-08-12,2025-08-12,178,178,,147.75370786516854,19.32426966292135,0.6348314606741573,163.8230088495575,131.0,164.0,2025-12-21,OVERDUE
Mustang Towing,E - New / One-Time,Christa VIE,864.0,864.0,0.0,1,864.0,864.0,73,73.0,2025-12-09,2025-12-09,59,59,,445.7654237288136,37.663050847457626,1.2372881355932204,84.05479452054794,67.0,84.0,2026-02-14,Urgent (< 2 weeks)
RALLYSTOP 6 - EXPRESS MART SHELL,E - New / One-Time,Unassigned,864.0,864.0,0.0,1,864.0,864.0,73,73.0,2025-11-12,2025-11-12,86,86,,305.8158139534884,25.83860465116279,0.8488372093023255,122.5205479452055,98.0,123.0,2026-02-18,Urgent (< 2 weeks)
Stickney Hill Dairy,E - New / One-Time,VIEGEAR,864.0,864.0,0.0,1,864.0,864.0,73,73.0,2025-12-09,2025-12-09,59,59,,445.7654237288136,37.663050847457626,1.2372881355932204,84.05479452054794,67.0,84.0,2026-02-14,Urgent (< 2 weeks)
The Tackle Shop,E - New / One-Time,Bobbi Marshall,864.0,864.0,0.0,1,864.0,864.0,73,73.0,2025-12-03,2025-12-03,65,65,,404.61784615384613,34.186461538461536,1.123076923076923,92.6027397260274,74.0,93.0,2026-02-15,Urgent (< 2 weeks)
The Western Ranchman Store,E - New / One-Time,Jimmy Latter,864.0,864.0,0.0,1,864.0,864.0,73,73.0,2026-01-30,2026-01-30,7,7,,864.0,73.0,2.433333333333333,42.73972602739726,34.0,43.0,2026-03-05,Soon (2-4 weeks)
Grocery Outlet - Orland,E - New / One-Time,Unassigned,851.2499999999999,1180.3999999999999,-329.15,1,1180.3999999999999,1180.3999999999999,99,99.0,2025-05-21,2025-05-21,261,261,,99.27988505747126,11.546206896551725,0.3793103448275862,274.1818181818182,219.0,274.0,2025-12-26,OVERDUE
Grocery Outlet - Stayton,E - New / One-Time,Unassigned,840.0,840.0,0.0,1,840.0,840.0,71,71.0,2025-04-04,2025-04-04,308,308,,83.01818181818182,7.017012987012987,0.2305194805194805,451.1549295774648,360.0,451.0,2026-03-30,Upcoming (1-2 months)
7 Star Convenience Dallas OR,E - New / One-Time,Unassigned,828.0,828.0,0.0,1,828.0,828.0,70,70.0,2025-12-23,2025-12-23,45,45,,560.096,47.35111111111111,1.5555555555555556,66.85714285714286,53.0,67.0,2026-02-14,Urgent (< 2 weeks)
7 Star Convenience Independence OR,E - New / One-Time,Unassigned,828.0,828.0,0.0,1,828.0,828.0,70,70.0,2025-12-23,2025-12-23,45,45,,560.096,47.35111111111111,1.5555555555555556,66.85714285714286,53.0,67.0,2026-02-14,Urgent (< 2 weeks)
Arco Station - Salem,E - New / One-Time,Elijah Benedick,828.0,828.0,0.0,1,828.0,828.0,70,70.0,2025-12-23,2025-12-23,45,45,,560.096,47.35111111111111,1.5555555555555556,66.85714285714286,53.0,67.0,2026-02-14,Urgent (< 2 weeks)
Chevron - Salem OR,E - New / One-Time,Elijah Benedick,828.0,828.0,0.0,1,828.0,828.0,70,70.0,2025-12-23,2025-12-23,45,45,,560.096,47.35111111111111,1.5555555555555556,66.85714285714286,53.0,67.0,2026-02-14,Urgent (< 2 weeks)
Moose Buns,E - New / One-Time,Andy Coon,828.0,828.0,0.0,1,828.0,828.0,70,70.0,2025-12-17,2025-12-17,51,51,,494.2023529411765,41.780392156862746,1.3725490196078431,75.77142857142857,60.0,76.0,2026-02-15,Urgent (< 2 weeks)
Rays Oasis,E - New / One-Time,Lamar Helm,828.0,828.0,0.0,1,828.0,828.0,70,70.0,2025-12-03,2025-12-03,65,65,,387.75876923076925,32.78153846153846,1.0769230769230769,96.57142857142857,77.0,97.0,2026-02-18,Urgent (< 2 weeks)
Seaside Market,E - New / One-Time,Elijah Benedick,828.0,828.0,0.0,1,828.0,828.0,70,70.0,2026-01-02,2026-01-02,35,35,,720.1234285714286,60.88,2.0,52.0,42.0,52.0,2026-02-13,Urgent (< 2 weeks)
Taj Food Mart,E - New / One-Time,Elijah Benedick,828.0,828.0,0.0,1,828.0,828.0,70,70.0,2025-12-16,2025-12-16,52,52,,484.6984615384616,40.97692307692308,1.3461538461538463,77.25714285714285,62.0,77.0,2026-02-16,Urgent (< 2 weeks)
The Seagulp,E - New / One-Time,Elijah Benedick,828.0,828.0,0.0,1,828.0,828.0,70,70.0,2025-12-23,2025-12-23,45,45,,560.096,47.35111111111111,1.5555555555555556,66.85714285714286,53.0,67.0,2026-02-14,Urgent (< 2 weeks)
US Mart #155,E - New / One-Time,Elijah Benedick,828.0,828.0,0.0,1,828.0,828.0,70,70.0,2025-12-22,2025-12-22,46,46,,547.9200000000001,46.321739130434786,1.5217391304347827,68.34285714285714,55.0,68.0,2026-02-15,Urgent (< 2 weeks)
Zamzows-Watertower,E - New / One-Time,Unassigned,823.5,2304.0,-1480.5,1,2304.0,2304.0,194,194.0,2025-08-06,2025-08-06,184,184,,136.23554347826087,32.09434782608696,1.0543478260869565,98.63917525773196,79.0,99.0,2025-10-24,OVERDUE
Bob's Sporting Goods,E - New / One-Time,Unassigned,817.1999999999999,817.1999999999999,0.0,1,817.1999999999999,817.1999999999999,69,69.0,2025-09-03,2025-09-03,156,156,,159.4587692307692,13.463846153846154,0.4423076923076923,235.13043478260872,188.0,235.0,2026-03-10,Upcoming (1-2 months)
Grocery Outlet - Corning,E - New / One-Time,Unassigned,817.1999999999999,817.1999999999999,0.0,1,817.1999999999999,817.1999999999999,69,69.0,2026-01-28,2026-01-28,9,9,,817.1999999999999,69.0,2.3,45.21739130434783,36.0,45.0,2026-03-05,Soon (2-4 weeks)
Good2Go #106,E - New / One-Time,Unassigned,811.5,1536.0,-724.5,1,1536.0,1536.0,129,129.0,2025-06-06,2025-06-06,245,245,,100.82473469387756,16.027591836734693,0.5265306122448979,197.51937984496124,158.0,198.0,2025-11-11,OVERDUE
Good2Go #508,E - New / One-Time,Unassigned,792.0,960.0,-168.0,1,960.0,960.0,81,81.0,2025-11-18,2025-11-18,80,80,,301.356,30.8205,1.0125,102.71604938271605,82.0,103.0,2026-02-08,Urgent (< 2 weeks)
Essential Fuels,E - New / One-Time,Merlin Gleed,780.0,780.0,0.0,1,780.0,780.0,66,66.0,2025-12-02,2025-12-02,66,66,,359.74545454545455,30.439999999999998,1.0,104.0,83.0,104.0,2026-02-23,Soon (2-4 weeks)
Henry's Lake Station,E - New / One-Time,Lamar Helm,780.0,1248.0,-468.0,1,1248.0,1248.0,105,105.0,2025-07-29,2025-07-29,192,192,,123.66250000000001,16.646875,0.546875,190.17142857142858,152.0,190.0,2025-12-28,OVERDUE
Coffee Cup Fuel Stop - Plankinton,E - New / One-Time,Unassigned,768.0,768.0,0.0,1,768.0,768.0,65,65.0,2025-09-15,2025-09-15,144,144,,162.34666666666666,13.740277777777777,0.4513888888888889,230.4,184.0,230.0,2026-03-18,Upcoming (1-2 months)
Cross Road Grocery,E - New / One-Time,JADEN BLACK,768.0,768.0,0.0,1,768.0,768.0,65,65.0,2025-06-13,2025-06-13,238,238,,98.22655462184875,8.313445378151261,0.27310924369747897,380.8,304.0,381.0,2026-04-13,On Track
Fast Stop Express,E - New / One-Time,Unassigned,768.0,768.0,0.0,1,768.0,768.0,65,65.0,2025-11-18,2025-11-18,80,80,,292.224,24.7325,0.8125,128.0,102.0,128.0,2026-02-28,Soon (2-4 weeks)
Jerry's Enterprise Super Save Conoco,E - New / One-Time,Lamar Helm,768.0,768.0,0.0,1,768.0,768.0,65,65.0,2025-04-25,2025-04-25,287,287,,81.45616724738677,6.894076655052265,0.2264808362369338,459.2,366.0,459.0,2026-04-26,On Track
Kash and Karry 3,E - New / One-Time,Unassigned,768.0,768.0,0.0,1,768.0,768.0,65,65.0,2025-08-18,2025-08-18,172,172,,135.91813953488372,11.503488372093024,0.37790697674418605,275.2,220.0,275.0,2026-03-26,Upcoming (1-2 months)
Zamzows-Fairview,E - New / One-Time,Unassigned,760.5,2304.0,-1543.5,1,2304.0,2304.0,194,194.0,2025-08-06,2025-08-06,184,184,,125.81315217391305,32.09434782608696,1.0543478260869565,98.63917525773196,79.0,99.0,2025-10-24,OVERDUE
Timber Ridge Transport,E - New / One-Time,VIEGEAR,750.0,750.0,0.0,1,750.0,750.0,63,63.0,2025-12-12,2025-12-12,56,56,,407.67857142857144,34.245000000000005,1.125,92.44444444444444,74.0,92.0,2026-02-24,Soon (2-4 weeks)
Grocery Outlet - Citrus Heights,E - New / One-Time,Unassigned,726.4,726.4,0.0,1,726.4,726.4,61,61.0,2025-06-13,2025-06-13,238,238,,92.90594957983194,7.8018487394957985,0.25630252100840334,405.77049180327873,324.0,406.0,2026-05-03,On Track
Grocery Outlet - Oakhurst,E - New / One-Time,Unassigned,726.4,726.4,0.0,1,726.4,726.4,61,61.0,2025-06-16,2025-06-16,235,235,,94.09198297872341,7.901446808510639,0.25957446808510637,400.65573770491807,320.0,401.0,2026-05-02,On Track
Fins/BBS Tech Inc,E - New / One-Time,VIEGEAR,720.0,720.0,0.0,1,720.0,720.0,61,61.0,2025-11-06,2025-11-06,92,92,,238.22608695652175,20.18304347826087,0.6630434782608695,156.85245901639345,125.0,157.0,2026-03-11,Upcoming (1-2 months)
Quik Pik Midvale,E - New / One-Time,Andy Coon,672.0,672.0,0.0,1,672.0,672.0,57,57.0,2025-11-14,2025-11-14,84,84,,243.52,20.655714285714286,0.6785714285714286,153.26315789473682,122.0,153.0,2026-03-16,Upcoming (1-2 months)
Super C Store,E - New / One-Time,Merlin Gleed,672.0,672.0,0.0,1,672.0,672.0,57,57.0,2025-12-19,2025-12-19,49,49,,417.46285714285716,35.40979591836735,1.163265306122449,89.40350877192982,71.0,89.0,2026-02-28,Soon (2-4 weeks)
Good2Go #307,E - New / One-Time,Unassigned,660.0,864.0,-204.0,1,864.0,864.0,73,73.0,2025-11-24,2025-11-24,74,74,,271.4918918918919,30.028648648648648,0.9864864864864865,105.42465753424658,84.0,105.0,2026-02-16,Urgent (< 2 weeks)
1 Stop - Seeley Lake,E - New / One-Time,Lamar Helm,657.0,1728.0,-1071.0,1,1728.0,1728.0,146,146.0,2025-06-24,2025-06-24,227,227,,88.10167400881058,19.578149779735686,0.6431718061674009,161.6986301369863,129.0,162.0,2025-10-31,OVERDUE
Fast Stop #1151,E - New / One-Time,Unassigned,648.0,912.0,-264.0,1,912.0,912.0,77,77.0,2025-09-10,2025-09-10,149,149,,132.38335570469798,15.730738255033557,0.5167785234899329,201.24675324675323,161.0,201.0,2026-02-18,Urgent (< 2 weeks)
Good2Go # 501,E - New / One-Time,Unassigned,648.0,1248.0,-600.0,1,1248.0,1248.0,105,105.0,2025-11-20,2025-11-20,78,78,,252.88615384615386,40.97692307692308,1.3461538461538463,77.25714285714285,62.0,77.0,2026-01-21,OVERDUE
Rawlins Ace Hardware,E - New / One-Time,Andy Coon,648.0,648.0,0.0,1,648.0,648.0,55,55.0,2025-06-20,2025-06-20,231,231,,85.39012987012987,7.247619047619048,0.23809523809523808,436.8,349.0,437.0,2026-06-04,On Track
Town Pump - Great Falls #1 - 1210,E - New / One-Time,Unassigned,622.5,864.0,-241.5,1,864.0,864.0,73,73.0,2025-05-06,2025-05-06,276,276,,68.6554347826087,8.051159420289855,0.2644927536231884,393.20547945205476,314.0,393.0,2026-03-16,Upcoming (1-2 months)
Palisade Dino Mart,E - New / One-Time,Andy Coon,600.0,1128.0,-528.0,1,1128.0,1128.0,95,95.0,2025-10-10,2025-10-10,119,119,,153.47899159663868,24.300840336134456,0.7983193277310925,130.2736842105263,104.0,130.0,2026-01-22,OVERDUE
Dakota Mart - Lead,E - New / One-Time,Unassigned,588.0,588.0,0.0,1,588.0,588.0,50,50.0,2025-04-04,2025-04-04,308,308,,58.11272727272727,4.941558441558442,0.16233766233766234,640.64,511.0,641.0,2026-08-28,On Track
Adventure Angling,E - New / One-Time,Natalie  Brydson,576.0,576.0,0.0,1,576.0,576.0,49,49.0,2025-06-13,2025-06-13,238,238,,73.66991596638655,6.267058823529412,0.20588235294117646,505.14285714285717,403.0,505.0,2026-07-21,On Track
Cross Roads Travel Plaza,E - New / One-Time,Merlin Gleed,576.0,576.0,0.0,1,576.0,576.0,49,49.0,2025-06-20,2025-06-20,231,231,,75.90233766233767,6.456969696969697,0.21212121212121213,490.2857142857143,391.0,490.0,2026-07-16,On Track
FarmHouse Grocery,E - New / One-Time,Bobbi Marshall,576.0,576.0,0.0,1,576.0,576.0,49,49.0,2025-07-30,2025-07-30,191,191,,91.79811518324608,7.809214659685864,0.25654450261780104,405.38775510204084,324.0,405.0,2026-06-19,On Track
Parkland KB Express # 80166,E - New / One-Time,Unassigned,576.0,576.0,0.0,1,576.0,576.0,49,49.0,2025-05-21,2025-05-21,261,261,,67.17793103448277,5.714789272030652,0.18773946360153257,553.9591836734694,442.0,554.0,2026-08-06,On Track
Mills Market,E - New / One-Time,JADEN BLACK,570.0,864.0,-294.0,1,864.0,864.0,73,73.0,2025-06-19,2025-06-19,232,232,,74.78793103448277,9.578103448275863,0.3146551724137931,330.52054794520546,264.0,331.0,2026-03-10,Upcoming (1-2 months)
Ace Hardware Louies Home Center,E - New / One-Time,Matthew  Jorgensen,564.0,1344.0,-780.0,1,1344.0,1344.0,113,113.0,2025-06-19,2025-06-19,232,232,,74.00068965517242,14.826379310344828,0.4870689655172414,213.52212389380531,170.0,214.0,2025-12-06,OVERDUE
HSB Fire Department,E - New / One-Time,VIEGEAR,555.0,555.0,0.0,1,555.0,555.0,47,47.0,2026-01-14,2026-01-14,23,23,,555.0,47.0,1.5666666666666667,66.38297872340425,53.0,66.0,2026-03-08,Soon (2-4 weeks)
Clearfield Sinclair Operating LLC,E - New / One-Time,Unassigned,552.0,2496.0,-1944.0,1,2496.0,2496.0,210,210.0,2025-08-26,2025-08-26,164,164,,102.45658536585366,38.9780487804878,1.2804878048780488,81.21904761904761,65.0,81.0,2025-10-30,OVERDUE
