Customer,Segment,Primary_Rep,Net_Revenue,Total_Invoice_Revenue,Total_Credits,Num_Orders,Avg_Order_Value,Median_Order_Value,Total_Hats_Ordered,Avg_Hats_Per_Order,First_Order_Date,Last_Order_Date,Days_Since_Last_Order,Account_Age_Days,Avg_Days_Between_Orders,Monthly_Revenue,Monthly_Hats,Daily_Hat_Velocity,Days_To_50pct,Recommended_Visit_Days,Hard_Deadline_Days,Next_Visit_Date,Urgency
Exxon Jifi Stop Spirit Lake,D - Low & Slow,Ann Wheelock,2431.5,3588.0,-1156.5,8,448.5,384.0,302,37.75,2025-04-08,2026-01-02,35,304,38.42857142857143,243.4699342105263,30.239736842105263,0.9823420074349442,105.86944181646169,84.0,106.0,2026-03-27,Upcoming (1-2 months)
Fast Lane,D - Low & Slow,Merlin Gleed,2400.0,2400.0,0.0,3,800.0,768.0,203,67.66666666666667,2025-06-20,2025-10-08,121,231,55.0,316.2597402597403,26.750303030303034,1.2303030303030305,84.53201970443348,67.0,85.0,2025-12-14,OVERDUE
McLeod Mercantile-Sheridan,D - Low & Slow,Unassigned,2400.0,2400.0,0.0,3,800.0,480.0,201,67.0,2025-04-25,2025-11-19,79,287,104.0,254.55052264808364,21.318606271777004,0.6442307692307693,161.43283582089552,129.0,161.0,2026-03-28,Upcoming (1-2 months)
Town Pump - Belgrade #2 - 0107-1013,D - Low & Slow,Unassigned,2376.0,2376.0,0.0,3,792.0,828.0,200,66.66666666666667,2025-07-18,2025-12-03,65,203,69.0,356.28295566502464,29.99014778325123,0.9661835748792271,107.63999999999999,86.0,108.0,2026-02-27,Soon (2-4 weeks)
Grocery Outlet - Orange,D - Low & Slow,Unassigned,2372.1499999999996,3631.9999999999995,-1259.85,4,907.9999999999999,590.1999999999999,307,76.75,2025-05-09,2025-07-07,214,273,19.666666666666668,264.4990695970696,34.23106227106227,3.9025423728813555,26.64929424538545,21.0,27.0,2025-07-28,OVERDUE
Grocery Outlet - Grand Terrace,D - Low & Slow,Unassigned,2360.7999999999997,2360.7999999999997,0.0,3,786.9333333333333,544.8,199,66.33333333333333,2025-06-17,2025-07-07,214,234,10.0,307.10577777777775,25.88700854700855,6.633333333333333,15.678391959798995,13.0,16.0,2025-07-20,OVERDUE
Dover Bay Resort,D - Low & Slow,Ann Wheelock,2316.0,2328.0,-12.0,4,582.0,456.0,195,48.75,2025-04-23,2025-08-19,171,289,39.333333333333336,243.94131487889274,20.539100346020764,1.2394067796610169,83.91111111111111,67.0,84.0,2025-10-25,OVERDUE
Grocery Outlet - Prosser,D - Low & Slow,Unassigned,2315.4,2315.4,0.0,3,771.8000000000001,726.4,194,64.66666666666667,2025-04-24,2025-10-21,108,288,90.0,244.72491666666667,20.50472222222222,0.7185185185185186,144.7422680412371,116.0,145.0,2026-02-14,Urgent (< 2 weeks)
Town Pump - Whitefish #1 - 1397,D - Low & Slow,Unassigned,2312.0,2312.0,0.0,3,770.6666666666666,828.0,195,65.0,2025-06-25,2025-12-03,65,226,80.5,311.40389380530974,26.264601769911504,0.8074534161490683,128.8,103.0,129.0,2026-03-16,Upcoming (1-2 months)
Ace Hardware-Weiser #547-037,D - Low & Slow,Unassigned,2307.05,2667.4,-360.35,6,444.56666666666666,469.6,226,37.666666666666664,2025-04-03,2026-02-06,0,309,61.8,227.27055663430426,22.263559870550164,0.6094929881337648,170.63362831858407,136.0,171.0,2026-06-22,On Track
Papa's Market,D - Low & Slow,Lamar Helm,2304.0,2304.0,0.0,2,1152.0,1152.0,194,97.0,2025-04-16,2025-08-04,186,296,110.0,236.9383783783784,19.95054054054054,0.8818181818181818,117.9381443298969,94.0,118.0,2025-11-06,OVERDUE
Huckle & Sage,D - Low & Slow,Decker Larson,2292.0,2760.0,-468.0,5,552.0,576.0,233,46.6,2025-04-03,2025-09-26,133,309,44.0,225.78796116504856,22.953139158576054,1.059090909090909,98.19742489270386,78.0,98.0,2025-12-13,OVERDUE
Town Pump - Ronan #1 - 3700-1361,D - Low & Slow,Unassigned,2288.0,2288.0,0.0,3,762.6666666666666,384.0,192,64.0,2025-04-16,2025-11-10,88,296,104.0,235.29297297297296,19.744864864864866,0.6153846153846154,169.0,135.0,169.0,2026-03-25,Upcoming (1-2 months)
Fast Stop #2231,D - Low & Slow,Unassigned,2280.0,3000.0,-720.0,3,1000.0,432.0,252,84.0,2025-04-28,2025-12-01,67,284,108.5,244.3774647887324,27.01014084507042,0.7741935483870968,134.33333333333334,107.0,134.0,2026-03-18,Upcoming (1-2 months)
Lakes Harvest Foods,D - Low & Slow,Ann Wheelock,2280.0,2280.0,0.0,3,760.0,576.0,192,64.0,2025-07-09,2025-10-27,102,212,55.0,327.3735849056604,27.568301886792455,1.1636363636363636,89.375,71.0,89.0,2026-01-06,OVERDUE
Town Pump - Bozeman #6 - 2215 - 1089,D - Low & Slow,Unassigned,2280.0,2280.0,0.0,3,760.0,828.0,192,64.0,2025-07-09,2025-12-01,67,212,72.5,327.3735849056604,27.568301886792455,0.8827586206896552,117.8125,94.0,118.0,2026-03-05,Soon (2-4 weeks)
Lee's Marketplace North Ogden,D - Low & Slow,Andy Coon,2268.0,2268.0,0.0,5,453.6,288.0,191,38.2,2025-05-28,2026-01-22,15,254,59.75,271.8028346456693,22.88992125984252,0.6393305439330544,162.67015706806282,130.0,163.0,2026-06-01,On Track
Moab Stu Mart Chevron,D - Low & Slow,Andy Coon,2268.0,2268.0,0.0,3,756.0,768.0,192,64.0,2025-10-07,2025-12-01,67,122,27.5,565.8845901639344,47.9055737704918,2.327272727272727,44.6875,36.0,45.0,2026-01-06,OVERDUE
Travel Stop 216 & Village of Trees,D - Low & Slow,Bobbi Marshall,2268.0,2268.0,0.0,4,567.0,576.0,191,47.75,2025-07-18,2025-12-16,52,203,50.333333333333336,340.088275862069,28.64059113300493,0.9486754966887416,109.62652705061083,87.0,110.0,2026-03-13,Upcoming (1-2 months)
Matteson's Country Store,D - Low & Slow,Unassigned,2256.0,2256.0,0.0,3,752.0,576.0,190,63.333333333333336,2025-05-30,2025-12-05,63,252,94.5,272.5104761904762,22.95079365079365,0.6701940035273369,155.17894736842103,124.0,155.0,2026-04-08,On Track
Good2Go #105,D - Low & Slow,Unassigned,2248.5,2976.0,-727.5,3,992.0,768.0,251,83.66666666666667,2025-06-09,2025-11-11,87,242,77.5,282.8278512396694,31.57206611570248,1.0795698924731183,96.33466135458167,77.0,96.0,2026-01-27,OVERDUE
Town Pump - Miles City #1 - 8300-1315,D - Low & Slow,Unassigned,2244.0,2328.0,-84.0,5,465.6,288.0,196,39.2,2025-05-23,2025-11-19,79,259,45.0,263.7349806949807,23.035675675675677,0.8711111111111112,119.38775510204081,95.0,119.0,2026-02-22,Soon (2-4 weeks)
Jack's Travel Plaza,D - Low & Slow,Bobbi Marshall,2242.0,2416.0,-174.0,3,805.3333333333334,960.0,204,68.0,2025-04-11,2025-08-19,171,301,65.0,226.73249169435218,20.63043189368771,1.0461538461538462,99.41176470588235,79.0,99.0,2025-11-06,OVERDUE
Broulim's Soda Springs,D - Low & Slow,Unassigned,2220.0,3192.0,-972.0,7,456.0,384.0,269,38.42857142857143,2025-06-13,2025-12-05,63,238,29.166666666666668,283.9361344537815,34.40487394957984,1.3175510204081633,78.93432465923172,63.0,79.0,2026-02-06,OVERDUE
7C Junction & Deli,D - Low & Slow,Bobbi Marshall,2208.0,2208.0,0.0,3,736.0,768.0,187,62.333333333333336,2025-05-28,2025-09-08,151,254,51.5,264.61228346456693,22.41055118110236,1.2103559870550162,85.92513368983957,69.0,86.0,2025-11-16,OVERDUE
Delta Jubilee Foods,D - Low & Slow,Jason Black,2208.0,2208.0,0.0,2,1104.0,1104.0,186,93.0,2025-05-23,2025-08-20,170,259,89.0,259.50393822393823,21.8603861003861,1.0449438202247192,99.5268817204301,79.0,100.0,2025-11-07,OVERDUE
McLeod Mercantile-Norris,D - Low & Slow,Unassigned,2208.0,2208.0,0.0,3,736.0,672.0,186,62.0,2025-04-18,2025-11-19,79,294,107.5,228.61061224489796,19.25795918367347,0.5767441860465117,180.32258064516128,144.0,180.0,2026-04-12,On Track
Walters Family Foods - ACE,D - Low & Slow,Lamar Helm,2208.0,2808.0,-600.0,3,936.0,960.0,236,78.66666666666667,2025-04-30,2025-11-19,79,282,101.5,238.33872340425532,25.474609929078014,0.7750410509031199,134.1864406779661,107.0,134.0,2026-03-06,Soon (2-4 weeks)
Cougar Foodmart,D - Low & Slow,Decker Larson,2203.5,2472.0,-268.5,6,412.0,336.0,208,34.666666666666664,2025-04-25,2025-10-29,100,287,37.4,233.7091986062718,22.06104529616725,0.9269162210338681,112.2,90.0,112.0,2026-01-27,OVERDUE
Crumbos Inc.,D - Low & Slow,Andy Coon,2172.0,2172.0,0.0,4,543.0,576.0,183,45.75,2025-05-20,2025-12-01,67,262,65.0,252.34992366412212,21.261526717557253,0.7038461538461539,147.75956284153006,118.0,148.0,2026-03-29,Upcoming (1-2 months)
Sisters Oregon Sinclair,D - Low & Slow,Eric Arnold,2172.0,3036.0,-864.0,3,1012.0,864.0,256,85.33333333333333,2025-05-27,2025-12-15,53,255,101.0,259.27717647058824,30.55937254901961,0.8448844884488448,123.09375000000001,98.0,123.0,2026-03-23,Upcoming (1-2 months)
Kenny's IGA,D - Low & Slow,Elijah Benedick,2160.0,2244.0,-84.0,4,561.0,564.0,189,47.25,2025-04-23,2026-01-26,11,289,92.66666666666667,227.51003460207613,19.90712802768166,0.5098920863309352,203.96472663139332,163.0,204.0,2026-07-08,On Track
Town Pump - Helena #8,D - Low & Slow,Unassigned,2160.0,2412.0,-252.0,3,804.0,576.0,203,67.66666666666667,2025-05-07,2025-11-10,88,275,93.5,239.09236363636364,22.470254545454548,0.7237076648841355,143.70443349753694,115.0,144.0,2026-03-05,Soon (2-4 weeks)
Fast Stop #1107,D - Low & Slow,Unassigned,2148.0,2400.0,-252.0,5,480.0,480.0,202,40.4,2025-04-04,2026-01-16,21,308,71.75,212.28935064935064,19.963896103896104,0.5630662020905923,184.7029702970297,147.0,185.0,2026-06-12,On Track
Town Pump - Great Falls #6 1225,D - Low & Slow,Unassigned,2136.0,2136.0,0.0,3,712.0,432.0,179,59.666666666666664,2025-05-06,2025-11-11,87,276,94.5,235.5791304347826,19.741884057971014,0.6313932980599647,164.7150837988827,131.0,165.0,2026-03-22,Upcoming (1-2 months)
Purdy Cost Less,D - Low & Slow,Natalie  Brydson,2112.0,2112.0,0.0,2,1056.0,1056.0,178,89.0,2025-07-02,2025-10-01,128,219,91.0,293.55835616438355,24.741187214611873,0.978021978021978,106.3370786516854,85.0,106.0,2025-12-25,OVERDUE
Rocky Mountain Supply Ennis,D - Low & Slow,Unassigned,2112.0,2112.0,0.0,2,1056.0,1056.0,178,89.0,2025-06-09,2025-07-29,192,242,50.0,265.65818181818184,22.389752066115705,1.78,58.42696629213483,47.0,58.0,2025-09-14,OVERDUE
Riggins Whitewater Market,D - Low & Slow,Unassigned,2089.5,2184.0,-94.5,5,436.8,384.0,183,36.6,2025-04-30,2025-11-17,81,282,50.25,225.54744680851064,19.753617021276597,0.728358208955224,142.78688524590163,114.0,143.0,2026-03-11,Upcoming (1-2 months)
Grocery Outlet - City Heights,D - Low & Slow,Unassigned,2088.4,2088.4,0.0,3,696.1333333333333,363.2,177,59.0,2025-06-17,2025-07-07,214,234,10.0,271.67049572649574,23.02512820512821,5.9,17.627118644067796,14.0,18.0,2025-07-21,OVERDUE
Grocery Outlet - Victorville,D - Low & Slow,Unassigned,2088.4,2088.4,0.0,2,1044.2,1044.2,176,88.0,2025-07-09,2025-10-08,121,212,91.0,299.8627169811321,25.270943396226418,0.967032967032967,107.54545454545455,86.0,108.0,2026-01-02,OVERDUE
Grocery Outlet - Cloverdale,D - Low & Slow,Unassigned,2088.3999999999996,2088.3999999999996,0.0,4,522.0999999999999,544.8,177,44.25,2025-09-02,2026-02-06,0,157,52.333333333333336,404.9101656050955,34.317707006369425,0.8455414012738853,122.99811676082862,98.0,123.0,2026-05-15,On Track
Rocky Mountain Supply Belgrade,D - Low & Slow,Unassigned,2076.0,2076.0,0.0,3,692.0,768.0,175,58.333333333333336,2025-07-18,2025-12-01,67,203,68.0,311.2977339901478,26.24137931034483,0.857843137254902,121.2342857142857,97.0,121.0,2026-03-08,Soon (2-4 weeks)
Quick Track #85,D - Low & Slow,Unassigned,2064.0,2064.0,0.0,2,1032.0,1032.0,174,87.0,2025-09-23,2025-11-24,74,136,62.0,461.9717647058823,38.94529411764706,1.403225806451613,74.11494252873563,59.0,74.0,2026-01-22,OVERDUE
Winegars Clearfield,D - Low & Slow,Unassigned,2052.0,2520.0,-468.0,4,630.0,444.0,211,52.75,2025-04-04,2025-11-25,73,308,78.33333333333333,202.80155844155846,20.853376623376622,0.6734042553191489,154.4391785150079,123.0,154.0,2026-03-28,Upcoming (1-2 months)
Lee's Marketplace Foxboro,D - Low & Slow,Andy Coon,2044.5,2160.0,-115.5,4,540.0,504.0,182,45.5,2025-04-02,2025-09-24,135,310,58.333333333333336,200.75670967741937,17.871225806451612,0.7799999999999999,133.33333333333334,106.0,133.0,2026-01-08,OVERDUE
Browns Mountain Market,D - Low & Slow,Decker Larson,2037.0,2376.0,-339.0,4,594.0,612.0,201,50.25,2025-04-30,2025-10-27,102,282,60.0,219.88042553191488,21.696595744680852,0.8375,124.17910447761194,99.0,124.0,2026-02-03,OVERDUE
Valley Farmers Supply Reed Point,D - Low & Slow,Lamar Helm,2017.5,2112.0,-94.5,3,704.0,576.0,178,59.333333333333336,2025-06-06,2025-11-11,87,245,79.0,250.66408163265308,22.115591836734694,0.7510548523206751,138.47191011235955,111.0,138.0,2026-03-02,Soon (2-4 weeks)
Good2Go #218,D - Low & Slow,Unassigned,2016.0,2016.0,0.0,4,504.0,504.0,170,42.5,2025-06-13,2026-01-08,29,238,69.66666666666667,257.84470588235297,21.742857142857144,0.6100478468899521,170.47843137254904,136.0,170.0,2026-05-24,On Track
Lees Marketplace 4th West,D - Low & Slow,Andy Coon,1998.0,2904.0,-906.0,5,580.8,384.0,244,48.8,2025-04-02,2025-11-03,95,310,53.75,196.19070967741936,23.959225806451613,0.907906976744186,114.54918032786887,91.0,115.0,2026-02-02,OVERDUE
Benedict's Market,D - Low & Slow,Andy Coon,1983.0,2832.0,-849.0,4,708.0,792.0,239,59.75,2025-04-08,2025-12-02,66,304,79.33333333333333,198.56092105263158,23.931447368421054,0.7531512605042018,138.08647140864713,110.0,138.0,2026-03-22,Upcoming (1-2 months)
Ace Hardware Chadron NE,D - Low & Slow,Merlin Gleed,1953.0,2496.0,-543.0,4,624.0,432.0,209,52.25,2025-04-21,2025-09-12,147,291,48.0,204.29319587628868,21.862405498281788,1.0885416666666667,95.54066985645932,76.0,96.0,2025-11-27,OVERDUE
Candys Exxon,D - Low & Slow,JADEN BLACK,1944.0,2712.0,-768.0,3,904.0,768.0,229,76.33333333333333,2025-05-07,2025-08-13,177,275,49.0,215.1831272727273,25.348218181818183,1.5578231292517006,66.75982532751092,53.0,67.0,2025-10-05,OVERDUE
Beach Exxon,D - Low & Slow,JADEN BLACK,1932.0,3276.0,-1344.0,3,1092.0,1176.0,276,92.0,2025-05-21,2025-07-18,203,261,29.0,225.32597701149427,32.18942528735632,3.1724137931034484,32.78260869565217,26.0,33.0,2025-08-13,OVERDUE
Gateway Store & Cafe,D - Low & Slow,Decker Larson,1932.0,2016.0,-84.0,4,504.0,576.0,170,42.5,2025-06-02,2025-09-26,133,249,38.666666666666664,236.18506024096388,20.782329317269078,1.0991379310344829,94.61960784313725,76.0,95.0,2025-12-11,OVERDUE
Kalispel Market,D - Low & Slow,Unassigned,1932.0,1932.0,0.0,3,644.0,504.0,162,54.0,2025-09-03,2025-10-24,105,156,25.5,376.9876923076923,31.610769230769233,2.1176470588235294,49.11111111111111,39.0,49.0,2025-12-02,OVERDUE
Johnston Count Mart,D - Low & Slow,JADEN BLACK,1927.5,2316.0,-388.5,3,772.0,960.0,195,65.0,2025-04-16,2025-08-19,171,296,62.5,198.21993243243244,20.05337837837838,1.04,100.0,80.0,100.0,2025-11-07,OVERDUE
Alpine Country Store & RV Park 76,D - Low & Slow,Ann Wheelock,1920.0,2208.0,-288.0,5,441.6,480.0,185,37.0,2025-05-30,2025-12-02,66,252,46.5,231.92380952380952,22.346825396825395,0.7956989247311828,130.7027027027027,104.0,131.0,2026-03-16,Upcoming (1-2 months)
Escondido Hawthorne Country Store,D - Low & Slow,Devin Friebe,1920.0,1920.0,0.0,3,640.0,480.0,161,53.666666666666664,2025-06-10,2025-07-11,210,241,15.5,242.50954356846475,20.335435684647305,3.4623655913978495,30.03726708074534,24.0,30.0,2025-08-04,OVERDUE
Good2Go #120,D - Low & Slow,Unassigned,1920.0,2304.0,-384.0,4,576.0,528.0,194,48.5,2025-06-03,2026-01-08,29,248,73.0,235.66451612903225,23.81193548387097,0.6643835616438356,156.53608247422682,125.0,157.0,2026-05-13,On Track
Good2Go #718,D - Low & Slow,Unassigned,1920.0,1920.0,0.0,3,640.0,768.0,162,54.0,2025-05-27,2025-11-14,84,255,85.5,229.19529411764708,19.33835294117647,0.631578947368421,164.66666666666669,131.0,165.0,2026-03-25,Upcoming (1-2 months)
Lake Kathryne Ace Hardware,D - Low & Slow,Natalie  Brydson,1920.0,1920.0,0.0,2,960.0,960.0,162,81.0,2025-06-06,2025-10-01,128,245,117.0,238.55020408163267,20.127673469387755,0.6923076923076923,150.22222222222223,120.0,150.0,2026-01-29,OVERDUE
Valley Foods - Deer Lodge,D - Low & Slow,Lamar Helm,1920.0,1920.0,0.0,3,640.0,480.0,161,53.666666666666664,2025-04-23,2025-11-11,87,289,101.0,202.23114186851214,16.957923875432527,0.5313531353135313,195.72670807453417,156.0,196.0,2026-04-16,On Track
Lee's Marketplace #805,D - Low & Slow,Unassigned,1917.0,1980.0,-63.0,4,495.0,528.0,167,41.75,2025-05-27,2025-12-02,66,255,63.0,228.83717647058825,19.93521568627451,0.6626984126984127,156.93413173652695,125.0,157.0,2026-04-06,Upcoming (1-2 months)
Fast Stop #2242,D - Low & Slow,Unassigned,1912.5,2784.0,-871.5,3,928.0,576.0,235,78.33333333333333,2025-06-18,2025-12-09,59,233,87.0,249.85622317596568,30.701287553648072,0.900383141762452,115.50638297872341,92.0,116.0,2026-03-11,Upcoming (1-2 months)
The Market at Park City,D - Low & Slow,Andy Coon,1908.0,2172.0,-264.0,3,724.0,864.0,183,61.0,2025-04-07,2025-10-10,119,305,93.0,190.42465573770494,18.264000000000003,0.6559139784946236,158.55737704918033,127.0,159.0,2026-02-14,Urgent (< 2 weeks)
The Market At Divide,D - Low & Slow,Unassigned,1896.0,1896.0,0.0,4,474.0,420.0,159,39.75,2025-05-23,2025-11-25,73,259,62.0,222.83490347490348,18.687104247104248,0.6411290322580645,162.21383647798743,129.0,162.0,2026-04-03,Upcoming (1-2 months)
Chevron Harts (Store #80234),D - Low & Slow,Unassigned,1881.0,2112.0,-231.0,2,1056.0,1056.0,178,89.0,2025-08-20,2025-11-10,88,170,82.0,336.80964705882354,31.872470588235295,1.0853658536585367,95.82022471910112,76.0,96.0,2026-01-25,OVERDUE
Good2Go-#117,D - Low & Slow,Unassigned,1872.0,1872.0,0.0,3,624.0,576.0,158,52.666666666666664,2025-05-28,2025-12-17,51,254,101.5,224.3451968503937,18.93511811023622,0.5188834154351395,200.43037974683548,160.0,200.0,2026-05-26,On Track
TP Gas,D - Low & Slow,Bobbi Marshall,1869.0,2016.0,-147.0,2,1008.0,1008.0,170,85.0,2025-06-19,2025-09-23,136,232,96.0,245.22568965517243,22.305172413793105,0.8854166666666666,117.45882352941177,94.0,117.0,2025-12-26,OVERDUE
Ace Hardware-Kuna #457-019,D - Low & Slow,Unassigned,1832.4,1832.4,0.0,3,610.8000000000001,384.0,154,51.333333333333336,2025-04-08,2025-11-11,87,304,108.5,183.4811052631579,15.420263157894738,0.4731182795698925,219.8181818181818,175.0,220.0,2026-05-05,On Track
Cliff's Country Market-Caldwell,D - Low & Slow,Bobbi Marshall,1825.5,3228.0,-1402.5,3,1076.0,864.0,272,90.66666666666667,2025-05-02,2025-12-03,65,280,107.5,198.45792857142857,29.570285714285713,0.8434108527131784,123.30882352941175,98.0,123.0,2026-03-11,Upcoming (1-2 months)
A&B Foods,D - Low & Slow,Unassigned,1824.0,1824.0,0.0,4,456.0,288.0,153,38.25,2025-06-27,2025-12-09,59,224,55.0,247.86857142857144,20.791607142857146,0.6954545454545454,149.54248366013073,119.0,150.0,2026-04-07,Upcoming (1-2 months)
BJ’S Food Mart,D - Low & Slow,Unassigned,1824.0,1824.0,0.0,2,912.0,912.0,154,77.0,2025-05-21,2025-06-20,231,261,30.0,212.73011494252876,17.960766283524904,2.566666666666667,40.51948051948052,32.0,41.0,2025-07-22,OVERDUE
Fast Stop #1132,D - Low & Slow,Unassigned,1824.0,3000.0,-1176.0,3,1000.0,600.0,254,84.66666666666667,2025-06-09,2025-11-14,84,242,79.0,229.4320661157025,31.949421487603306,1.0717299578059072,97.03937007874016,77.0,97.0,2026-01-30,OVERDUE
Good2Go Parent Company::Good 2 Go #711,D - Low & Slow,Unassigned,1824.0,1824.0,0.0,3,608.0,576.0,155,51.666666666666664,2025-08-08,2025-11-24,74,182,54.0,305.069010989011,25.924175824175826,0.95679012345679,108.69677419354839,87.0,109.0,2026-02-19,Urgent (< 2 weeks)
Market Express (Chevron),D - Low & Slow,Jason Black,1824.0,1824.0,0.0,2,912.0,912.0,154,77.0,2025-06-25,2025-10-07,122,226,104.0,245.67504424778764,20.742300884955753,0.7403846153846154,140.46753246753246,112.0,140.0,2026-01-27,OVERDUE
Sourdough Lodge,D - Low & Slow,Bobbi Marshall,1824.0,1824.0,0.0,2,912.0,912.0,154,77.0,2025-04-25,2025-07-22,199,287,88.0,193.45839721254356,16.333658536585368,0.875,118.85714285714286,95.0,119.0,2025-10-25,OVERDUE
Town Pump - Great Falls #7 - 7033-1227,D - Low & Slow,Unassigned,1788.0,1788.0,0.0,2,894.0,894.0,150,75.0,2025-09-16,2025-11-10,88,143,55.0,380.60643356643357,31.93006993006993,1.3636363636363635,76.26666666666667,61.0,76.0,2026-01-10,OVERDUE
Grocery Outlet - Ontario OR,D - Low & Slow,Unassigned,1781.9499999999998,2065.7,-283.75,3,688.5666666666666,544.8,174,58.0,2025-04-18,2025-12-22,46,294,124.0,184.49849659863943,18.015510204081632,0.46774193548387094,222.34482758620692,177.0,222.0,2026-06-17,On Track
Kalispell Market Site 3 Cusik,D - Low & Slow,Unassigned,1776.0,1776.0,0.0,2,888.0,888.0,149,74.5,2025-09-17,2025-10-30,99,142,43.0,380.7143661971831,31.94056338028169,1.7325581395348837,60.0268456375839,48.0,60.0,2025-12-17,OVERDUE
Allred Ace Hardware - Highland,D - Low & Slow,Jason Black,1752.0,2208.0,-456.0,4,552.0,624.0,187,46.75,2025-06-25,2026-01-22,15,226,70.33333333333333,235.97734513274338,25.1870796460177,0.6646919431279621,156.46345811051694,125.0,156.0,2026-05-27,On Track
Fast Stop #2249,D - Low & Slow,Unassigned,1752.0,2184.0,-432.0,4,546.0,612.0,185,46.25,2025-05-06,2025-10-03,126,276,50.0,193.22782608695653,20.403623188405795,0.925,112.43243243243242,90.0,112.0,2026-01-01,OVERDUE
Fast Stop-Hagerman,D - Low & Slow,Bobbi Marshall,1752.0,3936.0,-2184.0,5,787.2,480.0,331,66.2,2025-04-11,2025-12-12,56,301,61.25,177.17900332225915,33.47388704318937,1.0808163265306123,96.22356495468277,77.0,96.0,2026-02-27,Soon (2-4 weeks)
Fast Stop #1145,D - Low & Slow,Unassigned,1740.0,1908.0,-168.0,3,636.0,756.0,161,53.666666666666664,2025-04-16,2025-07-28,193,296,51.5,178.93783783783783,16.55689189189189,1.0420711974110033,99.80124223602483,80.0,100.0,2025-10-16,OVERDUE
Good2Go #517,D - Low & Slow,Unassigned,1728.0,1728.0,0.0,2,864.0,864.0,145,72.5,2025-11-17,2025-11-19,79,81,2.0,649.3866666666667,54.49135802469136,36.25,2.8689655172413793,2.0,3.0,2025-11-21,OVERDUE
Hillview Chevron,D - Low & Slow,Lamar Helm,1728.0,1728.0,0.0,2,864.0,864.0,146,73.0,2025-06-03,2025-08-14,176,248,72.0,212.09806451612903,17.92032258064516,1.0138888888888888,102.57534246575344,82.0,103.0,2025-11-04,OVERDUE
Obo's Market,D - Low & Slow,Lamar Helm,1728.0,1728.0,0.0,2,864.0,864.0,145,72.5,2025-09-29,2026-01-20,17,130,113.0,404.61784615384613,33.95230769230769,0.6415929203539823,162.09655172413792,129.0,162.0,2026-05-29,On Track
Fast Stop #1161,D - Low & Slow,Unassigned,1725.0,2208.0,-483.0,2,1104.0,1104.0,186,93.0,2025-08-06,2025-08-08,182,184,2.0,285.375,30.770869565217392,46.5,2.236559139784946,2.0,2.0,2025-08-10,OVERDUE
KJ'S Garrity 66,D - Low & Slow,Unassigned,1713.0,1944.0,-231.0,2,972.0,972.0,163,81.5,2025-09-08,2025-12-23,45,151,106.0,345.3226490066225,32.85907284768212,0.7688679245283019,135.2638036809816,108.0,135.0,2026-04-10,On Track
Sam's Stop and Shop,D - Low & Slow,Ann Wheelock,1704.0,1704.0,0.0,3,568.0,552.0,144,48.0,2025-05-28,2025-10-30,99,254,77.5,204.21165354330708,17.25732283464567,0.6193548387096774,167.91666666666666,134.0,168.0,2026-03-13,Upcoming (1-2 months)
Grocery Outlet - Mountain Home,D - Low & Slow,Unassigned,1657.0999999999997,2088.3999999999996,-431.29999999999995,3,696.1333333333332,544.8,176,58.666666666666664,2025-06-17,2025-11-03,95,234,69.5,215.56463247863246,22.895042735042736,0.8441247002398081,123.20454545454545,98.0,123.0,2026-02-09,Urgent (< 2 weeks)
Zamzows-Eagle,D - Low & Slow,Unassigned,1656.0,2844.0,-1188.0,3,948.0,960.0,240,80.0,2025-06-16,2025-12-16,52,235,91.5,214.5048510638298,31.087659574468088,0.8743169398907104,118.95,95.0,119.0,2026-03-21,Upcoming (1-2 months)
Lee's Marketplace #817 Richmond,D - Low & Slow,Unassigned,1644.0,1884.0,-240.0,4,471.0,480.0,159,39.75,2025-05-27,2025-12-05,63,255,64.0,196.2484705882353,18.980235294117648,0.62109375,167.44654088050314,134.0,167.0,2026-04-18,On Track
J's Mini Mart,D - Low & Slow,Unassigned,1633.5,2328.0,-694.5,3,776.0,672.0,196,65.33333333333333,2025-04-08,2025-08-13,177,304,63.5,163.5649342105263,19.62578947368421,1.0288713910761154,101.08163265306123,81.0,101.0,2025-11-02,OVERDUE
Fast Stop Parent Company:,D - Low & Slow,VIEGEAR,1632.0,1632.0,0.0,19,85.89473684210526,86.0,138,7.2631578947368425,2025-11-03,2026-02-03,3,95,5.111111111111111,522.9271578947369,44.218105263157895,1.4210526315789476,73.18518518518518,58.0,73.0,2026-04-02,Upcoming (1-2 months)
Parkland Store #80201,D - Low & Slow,Unassigned,1632.0,2460.0,-828.0,3,820.0,828.0,208,69.33333333333333,2025-07-09,2026-01-20,17,212,97.5,234.33056603773585,29.86566037735849,0.711111111111111,146.25000000000003,117.0,146.0,2026-05-17,On Track
Smoke City,D - Low & Slow,Bobbi Marshall,1632.0,4704.0,-3072.0,5,940.8,768.0,396,79.2,2025-06-16,2025-12-23,45,235,47.5,211.396085106383,51.294638297872346,1.6673684210526316,62.37373737373737,50.0,62.0,2026-02-11,Urgent (< 2 weeks)
Buy Quick 5,D - Low & Slow,Unassigned,1626.0,1920.0,-294.0,2,960.0,960.0,162,81.0,2025-08-13,2025-08-13,177,177,0.0,279.63525423728817,27.86033898305085,,,,,,
